frame,Unnamed: 0,objIndex,x,y,pnX,pnY,frame,particle,mass
205,863,863.0,389.87909319899245,218.7052896725441,,,205,0,794.0
205,864,864.0,415.75316455696196,253.97468354430382,,,205,1,790.0
206,867,867.0,393.5506883604506,220.53191489361703,,,206,0,799.0
206,868,868.0,411.60102301790283,252.4782608695652,,,206,1,782.0
207,872,872.0,402.35895806861504,236.55146124523503,,,207,0,1574.0
208,875,875.0,401.7311968606933,236.24591236102032,,,208,0,1529.0
209,878,878.0,401.6490765171503,235.8317941952507,,,209,0,1516.0
210,881,881.0,401.5813193990856,235.09536250816458,,,210,0,1531.0
211,884,884.0,401.45964691046663,234.08007566204287,,,211,0,1586.0
212,887,887.0,416.3489519112207,223.078914919852,,,212,0,811.0
212,888,888.0,386.5056603773585,242.92452830188682,,,212,1,795.0
213,891,891.0,419.69925742574264,222.07797029702968,,,213,0,808.0
213,892,892.0,382.6293969849246,241.2211055276382,,,213,1,796.0
214,896,896.0,378.68686868686865,239.34595959595958,,,214,1,792.0
214,895,895.0,423.5374064837905,220.46508728179555,,,214,0,802.0
215,899,899.0,426.53874538745384,219.0172201722017,,,215,0,813.0
215,900,900.0,374.98232323232315,237.58964646464645,,,215,1,792.0
216,904,904.0,429.67126725219566,216.6775407779172,,,216,0,797.0
216,905,905.0,371.4215809284818,235.51819322459218,,,216,1,797.0
217,909,909.0,432.3199498117943,214.41656210790464,,,217,0,797.0
217,910,910.0,367.8598484848485,233.5378787878788,,,217,1,792.0
218,913,913.0,434.69405815423517,211.86978508217445,,,218,0,791.0
218,914,914.0,364.35491905354917,232.0722291407223,,,218,1,803.0
219,917,917.0,436.9375,208.83625,,,219,0,800.0
219,918,918.0,360.77232704402513,230.09308176100632,,,219,1,795.0
220,921,921.0,438.965,205.63875,,,220,0,800.0
220,922,922.0,356.83501259445836,228.11335012594455,,,220,1,794.0
221,926,926.0,353.21065675340765,225.54275092936803,,,221,1,807.0
221,925,925.0,440.91760299625463,202.4107365792759,,,221,0,801.0
222,929,929.0,442.35849056603774,199.0440251572327,,,222,0,795.0
222,930,930.0,349.7672955974843,223.5421383647799,,,222,1,795.0
223,933,933.0,443.8505025125628,195.7110552763819,,,223,0,796.0
223,934,934.0,346.19826517967783,221.3965303593556,,,223,1,807.0
224,938,938.0,444.93962264150946,192.55974842767296,,,224,0,795.0
224,939,939.0,342.77059569074777,219.35614702154626,,,224,1,789.0
225,942,942.0,445.81602002503126,188.85607008760948,,,225,0,799.0
225,943,943.0,338.69974874371866,216.9711055276382,,,225,1,796.0
226,946,946.0,446.41878172588827,185.68401015228423,,,226,0,788.0
226,947,947.0,335.34788029925187,214.67082294264335,,,226,1,802.0
227,950,950.0,447.23876765083435,181.9717586649551,,,227,0,779.0
227,951,951.0,331.59949937421777,212.35043804755944,,,227,1,799.0
228,955,955.0,328.2944099378882,210.31552795031052,,,228,1,805.0
228,954,954.0,447.43401015228426,178.64847715736042,,,228,0,788.0
229,959,959.0,447.6238881829733,174.72299872935196,,,229,0,787.0
229,960,960.0,324.5746835443038,207.77974683544304,,,229,1,790.0
230,963,963.0,447.51388888888886,170.8598484848485,,,230,0,792.0
230,964,964.0,321.46683354192743,205.2177722152691,,,230,1,799.0
231,968,968.0,447.06607369758575,167.09656925031766,,,231,0,787.0
231,969,969.0,317.853875476493,202.76493011435832,,,231,1,787.0
232,973,973.0,446.1989664082688,163.7894056847545,,,232,0,774.0
232,974,974.0,314.74027603513167,200.2120451693852,,,232,1,797.0
233,977,977.0,445.1404639175258,160.2835051546392,,,233,0,776.0
233,978,978.0,311.57035175879395,197.3831658291457,,,233,1,796.0
234,981,981.0,443.7073170731707,156.85622593068038,,,234,0,779.0
234,982,982.0,308.0,194.534504391468,,,234,1,797.0
235,986,986.0,304.7360406091371,191.58121827411168,,,235,1,788.0
235,985,985.0,442.09244791666674,153.40234375,,,235,0,768.0
236,989,989.0,440.1786179921773,149.79009126466752,,,236,0,767.0
236,990,990.0,301.687979539642,188.79923273657292,,,236,1,782.0
237,994,994.0,438.11417322834643,146.51706036745406,,,237,0,762.0
237,995,995.0,298.7403100775194,185.84625322997417,,,237,1,774.0
238,998,998.0,435.70422535211264,143.6235595390525,,,238,0,781.0
238,999,999.0,295.7442159383033,182.90102827763496,,,238,1,778.0
239,1003,1003.0,433.1,140.43766233766235,,,239,0,770.0
239,1004,1004.0,292.48284625158834,179.8322744599746,,,239,1,787.0
240,1007,1007.0,430.7161290322581,138.31483870967742,,,240,0,775.0
240,1008,1008.0,289.5387547649301,176.86149936467598,,,240,1,787.0
241,1011,1011.0,428.21875,135.92057291666666,,,241,0,768.0
241,1012,1012.0,286.6414852752881,173.78873239436618,,,241,1,781.0
242,1015,1015.0,425.6237113402062,133.80798969072166,,,242,0,776.0
242,1016,1016.0,283.64864864864865,170.9150579150579,,,242,1,777.0
243,1020,1020.0,280.87166454891997,167.50317662007626,,,243,1,787.0
243,1019,1019.0,422.6360153256705,131.45721583652622,,,243,0,783.0
244,1025,1025.0,277.77290322580643,163.94451612903225,,,244,1,775.0
244,1024,1024.0,419.0824742268042,129.3286082474227,,,244,0,776.0
245,1028,1028.0,415.715923566879,127.57707006369426,,,245,0,785.0
245,1029,1029.0,275.41488020176547,160.81841109709958,,,245,1,793.0
246,1032,1032.0,414.30451612903227,126.49935483870968,,,246,0,775.0
246,1033,1033.0,272.77011494252866,157.64240102171138,,,246,1,783.0
247,1036,1036.0,413.8393316195373,125.87017994858613,,,247,0,778.0
247,1037,1037.0,270.3275,154.31625,,,247,1,800.0
248,1041,1041.0,412.9296875,124.71484375,,,248,0,768.0
248,1042,1042.0,267.336305732484,150.03057324840762,,,248,1,785.0
249,1045,1045.0,410.2210796915167,123.26992287917736,,,249,0,778.0
249,1046,1046.0,264.8700128700129,146.47747747747746,,,249,1,777.0
250,1049,1049.0,407.3031088082902,121.35880829015542,,,250,0,772.0
250,1050,1050.0,262.54651162790697,142.96770025839794,,,250,1,774.0
251,1055,1055.0,260.33247089262613,139.22380336351878,,,251,1,773.0
251,1054,1054.0,404.16905071521455,119.2626788036411,,,251,0,769.0
252,1059,1059.0,400.70437017994857,117.60154241645245,,,252,0,778.0
252,1060,1060.0,258.2496749024708,135.8777633289987,,,252,1,769.0
253,1064,1064.0,397.1189542483661,116.40130718954248,,,253,0,765.0
253,1065,1065.0,256.27720207253884,132.19430051813472,,,253,1,772.0
254,1068,1068.0,393.57069408740364,115.40488431876608,,,254,0,778.0
254,1069,1069.0,254.52748691099475,129.12565445026178,,,254,1,764.0
255,1073,1073.0,252.5318595578674,125.87256176853056,,,255,1,769.0
255,1072,1072.0,390.06856403622254,114.58990944372574,,,255,0,773.0
256,1076,1076.0,386.13842173350577,113.72962483829235,,,256,0,773.0
256,1077,1077.0,250.5800524934384,122.13648293963254,,,256,1,762.0
257,1081,1081.0,381.9520725388601,113.53367875647669,,,257,0,772.0
257,1082,1082.0,248.5196335078534,118.1910994764398,,,257,1,764.0
258,1087,1087.0,246.40208877284599,114.78590078328982,,,258,1,766.0
258,1086,1086.0,378.1034928848642,113.5058214747736,,,258,0,773.0
259,1090,1090.0,244.47532467532466,110.93896103896105,,,259,1,770.0
259,1091,1091.0,374.45773732119636,113.83094928478545,,,259,0,769.0
260,1095,1095.0,242.61548556430446,107.0472440944882,,,260,1,762.0
260,1096,1096.0,370.51291989664077,114.82558139534883,,,260,0,774.0
261,1099,1099.0,240.89210526315793,103.15526315789472,,,261,1,760.0
261,1100,1100.0,366.9895561357702,115.69190600522194,,,261,0,766.0
262,1105,1105.0,239.0053333333333,99.33466666666666,,,262,1,750.0
262,1106,1106.0,363.13066666666674,117.35733333333332,,,262,0,750.0
263,1109,1109.0,237.568988173456,96.08672798948751,,,263,1,761.0
263,1110,1110.0,359.7193675889328,118.9855072463768,,,263,0,759.0
264,1113,1113.0,235.8804780876494,92.27091633466135,,,264,1,753.0
264,1114,1114.0,356.109375,120.85416666666669,,,264,0,768.0
265,1118,1118.0,352.925,122.90526315789472,,,265,0,760.0
265,1117,1117.0,234.37450722733246,88.83574244415243,,,265,1,761.0
266,1121,1121.0,232.90558510638297,85.25797872340425,,,266,1,752.0
266,1122,1122.0,349.864406779661,124.98826597131682,,,266,0,767.0
267,1125,1125.0,231.72666666666663,82.06533333333333,,,267,1,750.0
267,1126,1126.0,347.21243523316065,127.00647668393782,,,267,0,772.0
268,1130,1130.0,230.61148197596802,78.88518024032042,,,268,1,749.0
268,1131,1131.0,344.32947232947225,129.04375804375806,,,268,0,777.0
269,1134,1134.0,229.52242744063324,75.05145118733509,,,269,1,758.0
269,1135,1135.0,341.3886743886744,131.75675675675672,,,269,0,777.0
270,1139,1139.0,228.28571428571428,70.46061415220294,,,270,1,749.0
270,1140,1140.0,338.24936386768445,134.71882951653944,,,270,0,786.0
271,1143,1143.0,227.25890410958905,66.96438356164384,,,271,1,730.0
271,1144,1144.0,335.77792207792214,137.47012987012988,,,271,0,770.0
272,1147,1147.0,226.1596858638744,62.992146596858646,,,272,1,764.0
272,1148,1148.0,333.2397435897436,139.96282051282049,,,272,0,780.0
273,1152,1152.0,225.13254593175853,59.01574803149607,,,273,1,762.0
273,1153,1153.0,330.9552631578948,143.5157894736842,,,273,0,760.0
274,1156,1156.0,224.4674634794157,56.08764940239044,,,274,1,753.0
274,1157,1157.0,332.69911504424783,148.06858407079642,,,274,0,452.0
275,1160,1160.0,223.57859973579917,52.59445178335535,,,275,1,757.0
275,1161,1161.0,329.86307053941914,148.31327800829877,,,275,0,482.0
276,1164,1164.0,222.83813443072705,49.57613168724279,,,276,1,729.0
276,1165,1165.0,327.1716287215412,146.93520140105082,,,276,0,571.0
277,1168,1168.0,221.09523809523807,47.72268907563026,,,277,1,714.0
277,1169,1169.0,323.5871934604905,144.20844686648502,,,277,0,734.0
278,1172,1172.0,220.64905149051492,46.44986449864497,,,278,1,738.0
278,1173,1173.0,321.5898734177215,143.01898734177215,,,278,0,790.0
279,1177,1177.0,320.1513583441138,141.46830530401039,,,279,0,773.0
279,1176,1176.0,219.61268556005402,45.439946018893394,,,279,1,741.0
280,1181,1181.0,218.165991902834,44.87449392712551,,,280,1,741.0
280,1182,1182.0,319.6670984455958,140.66709844559583,,,280,0,772.0
281,1185,1185.0,216.2713903743316,43.98262032085562,,,281,1,748.0
281,1186,1186.0,319.4300126103405,140.1109709962169,,,281,0,793.0
282,1189,1189.0,214.5363511659808,44.123456790123456,,,282,1,729.0
282,1190,1190.0,318.87564102564096,139.37307692307692,,,282,0,780.0
283,1194,1194.0,317.1664499349805,137.84135240572172,,,283,0,769.0
283,1193,1193.0,212.87267904509284,44.55702917771883,,,283,1,754.0
284,1199,1199.0,211.4257555847569,45.4257555847569,,,284,1,761.0
284,1200,1200.0,315.4967824967825,135.96138996138995,,,284,0,777.0
285,1204,1204.0,313.56532988357054,133.65329883570504,,,285,0,773.0
285,1203,1203.0,210.80931586608443,47.441048034934504,,,285,1,687.0
286,1209,1209.0,311.48129032258066,130.45806451612904,,,286,0,775.0
286,1208,1208.0,212.8649237472767,50.69716775599129,,,286,1,459.0
287,1212,1212.0,212.79294117647058,51.5129411764706,,,287,1,425.0
287,1213,1213.0,309.34464751958217,127.19060052219321,,,287,0,766.0
288,1216,1216.0,207.4520348837209,52.28633720930232,,,288,1,688.0
288,1217,1217.0,307.3923076923077,124.4,,,288,0,780.0
289,1220,1220.0,207.02789400278942,53.577405857740594,,,289,1,717.0
289,1221,1221.0,305.63989637305696,121.72927461139895,,,289,0,772.0
290,1225,1225.0,207.4951048951049,55.4027972027972,,,290,1,715.0
290,1226,1226.0,303.09010152284264,117.9035532994924,,,290,0,788.0
291,1229,1229.0,208.3038516405136,56.838801711840226,,,291,1,701.0
291,1230,1230.0,301.55837563451774,115.66116751269035,,,291,0,788.0
292,1233,1233.0,209.2353780313837,57.7360912981455,,,292,1,701.0
292,1234,1234.0,299.4512040557668,112.60076045627376,,,292,0,789.0
293,1238,1238.0,297.0883116883117,109.84805194805195,,,293,0,770.0
293,1237,1237.0,209.62606232294615,58.84985835694051,,,293,1,706.0
294,1241,1241.0,211.20338983050846,60.98728813559321,,,294,1,708.0
294,1242,1242.0,294.34155844155845,107.15714285714287,,,294,0,770.0
295,1246,1246.0,213.10724233983288,63.582172701949865,,,295,1,718.0
295,1247,1247.0,292.04330708661416,104.72178477690291,,,295,0,762.0
296,1250,1250.0,215.27222222222218,66.0138888888889,,,296,1,720.0
296,1251,1251.0,289.456050955414,101.8891719745223,,,296,0,785.0
297,1254,1254.0,217.34901960784316,68.82614379084967,,,297,1,765.0
297,1255,1255.0,286.70661672908864,99.19725343320849,,,297,0,801.0
298,1258,1258.0,219.72307692307686,72.03776223776224,,,298,1,715.0
298,1259,1259.0,284.41804320203306,96.84371029224906,,,298,0,787.0
299,1262,1262.0,221.5236111111111,74.83055555555555,,,299,1,720.0
299,1263,1263.0,281.45477386934675,94.43969849246231,,,299,0,796.0
300,1266,1266.0,223.28877005347596,77.93449197860963,,,300,1,748.0
300,1267,1267.0,278.49936628643854,92.48415716096324,,,300,0,789.0
301,1270,1270.0,225.43006535947708,81.40915032679739,,,301,1,765.0
301,1271,1271.0,275.02053915276,90.4749679075738,,,301,0,779.0
302,1275,1275.0,271.7884130982368,88.67254408060455,,,302,0,794.0
302,1274,1274.0,227.11378848728248,84.92503346720214,,,302,1,747.0
303,1278,1278.0,268.39875776397514,87.2695652173913,,,303,0,805.0
303,1279,1279.0,228.8713910761155,88.4265091863517,,,303,1,762.0
304,1282,1282.0,264.57231149567366,85.9752781211372,,,304,0,809.0
304,1283,1283.0,230.6815789473684,91.95394736842104,,,304,1,760.0
305,1287,1287.0,247.62967826657916,90.29481286933685,,,305,1,1523.0
306,1290,1290.0,246.349701393497,91.30922362309224,,,306,1,1507.0
307,1293,1293.0,245.26703372333102,93.02752924982794,,,307,1,1453.0
308,1296,1296.0,244.48541801685033,94.65586519766687,,,308,1,1543.0
309,1299,1299.0,242.84171195652172,96.8600543478261,,,309,1,1472.0
310,1302,1302.0,241.8662020905924,99.09547038327526,,,310,1,1435.0
311,1305,1305.0,237.7815344603381,85.6111833550065,,,311,0,769.0
311,1306,1306.0,243.32,118.59714285714287,,,311,1,700.0
312,1310,1310.0,244.72303206997088,122.50145772594752,,,312,1,686.0
312,1309,1309.0,233.994757536042,86.46657929226738,,,312,0,763.0
313,1313,1313.0,230.16490765171505,87.5910290237467,,,313,0,758.0
313,1314,1314.0,246.33285917496445,126.4054054054054,,,313,1,703.0
314,1317,1317.0,226.7089262613196,88.65717981888746,,,314,0,773.0
314,1318,1318.0,247.7424023154848,130.53545586107091,,,314,1,691.0
315,1321,1321.0,223.4268617021277,90.12234042553192,,,315,0,752.0
315,1322,1322.0,249.1292134831461,134.31460674157304,,,315,1,712.0
316,1326,1326.0,250.28125,137.7471590909091,,,316,1,704.0
316,1325,1325.0,220.7,91.51066666666668,,,316,0,750.0
317,1330,1330.0,216.86701434159062,92.49282920469358,,,317,0,767.0
317,1331,1331.0,251.84779516358464,142.21479374110953,,,317,1,703.0
318,1334,1334.0,213.55776892430282,94.15803452855246,,,318,0,753.0
318,1335,1335.0,253.0480905233381,146.46958981612448,,,318,1,707.0
319,1339,1339.0,254.148359486448,150.4151212553495,,,319,1,701.0
319,1338,1338.0,209.87581699346404,95.46274509803922,,,319,0,765.0
320,1344,1344.0,255.1212976022567,153.61918194640342,,,320,1,709.0
320,1343,1343.0,207.0013315579228,97.02130492676432,,,320,0,751.0
321,1347,1347.0,203.29482071713147,99.03452855245683,,,321,0,753.0
321,1348,1348.0,256.7934472934473,158.20655270655269,,,321,1,702.0
322,1351,1351.0,200.17273954116055,100.95546558704453,,,322,0,741.0
322,1352,1352.0,257.89239598278334,162.25107604017217,,,322,1,697.0
323,1355,1355.0,197.58245083207265,104.27836611195158,,,323,0,661.0
323,1356,1356.0,259.0491573033708,166.5744382022472,,,323,1,712.0
324,1360,1360.0,194.54724964739066,105.72496473906912,,,324,0,709.0
324,1361,1361.0,260.2079207920792,170.42857142857142,,,324,1,707.0
325,1365,1365.0,191.26745718050063,107.4532279314888,,,325,0,759.0
325,1366,1366.0,261.49,174.91857142857143,,,325,1,700.0
326,1369,1369.0,188.95602836879436,110.32624113475175,,,326,0,705.0
326,1370,1370.0,262.5945558739255,178.99283667621776,,,326,1,698.0
327,1374,1374.0,263.85839416058394,183.72408759124087,,,327,1,685.0
327,1373,1373.0,186.1472556894244,111.65194109772423,,,327,0,747.0
328,1378,1378.0,264.30140845070423,187.39436619718307,,,328,1,710.0
328,1377,1377.0,184.0084985835694,114.45892351274787,,,328,0,706.0
329,1381,1381.0,181.98870056497174,116.58757062146893,,,329,0,708.0
329,1382,1382.0,265.2768361581921,191.4237288135593,,,329,1,708.0
330,1385,1385.0,179.53362573099415,119.28801169590643,,,330,0,684.0
330,1386,1386.0,266.13540197461214,195.76868829337099,,,330,1,709.0
331,1389,1389.0,176.9929676511955,121.54008438818563,,,331,0,711.0
331,1390,1390.0,266.9152298850575,199.87787356321843,,,331,1,696.0
332,1394,1394.0,174.9307359307359,124.42279942279943,,,332,0,693.0
332,1395,1395.0,267.39890710382514,204.0928961748634,,,332,1,732.0
333,1398,1398.0,172.04964539007096,127.34609929078016,,,333,0,705.0
333,1399,1399.0,268.1580381471389,209.0340599455041,,,333,1,734.0
334,1402,1402.0,170.23376623376626,129.61183261183263,,,334,0,693.0
334,1403,1403.0,268.985195154778,213.08479138627186,,,334,1,743.0
335,1407,1407.0,269.53081232493,217.7156862745098,,,335,1,714.0
335,1406,1406.0,168.2332361516035,132.7201166180758,,,335,0,686.0
336,1411,1411.0,269.99865410497983,221.0471063257066,,,336,1,743.0
336,1410,1410.0,165.94949494949498,135.85858585858583,,,336,0,693.0
337,1414,1414.0,164.2208774583964,139.06505295007565,,,337,0,661.0
337,1415,1415.0,270.39159891598916,224.9349593495935,,,337,1,738.0
338,1418,1418.0,162.88323353293413,142.29191616766468,,,338,0,668.0
338,1419,1419.0,271.0243902439024,228.92140921409214,,,338,1,738.0
339,1422,1422.0,161.38980509745127,145.70764617691154,,,339,0,667.0
339,1423,1423.0,270.9496021220159,232.75596816976127,,,339,1,754.0
340,1426,1426.0,160.15689149560114,148.72727272727272,,,340,0,682.0
340,1427,1427.0,271.39017735334244,236.924965893588,,,340,1,733.0
341,1430,1430.0,159.1,152.36716417910446,,,341,0,670.0
341,1431,1431.0,270.8600770218229,240.63543003851086,,,341,1,779.0
342,1435,1435.0,158.3130699088146,156.22644376899697,,,342,0,658.0
342,1436,1436.0,270.806905370844,244.613810741688,,,342,1,782.0
343,1440,1440.0,270.88726790450926,248.8076923076923,,,343,1,754.0
343,1439,1439.0,157.67384615384614,159.66923076923078,,,343,0,650.0
344,1444,1444.0,156.95731707317077,163.0625,,,344,0,656.0
344,1445,1445.0,270.7493333333333,252.43599999999998,,,344,1,750.0
345,1448,1448.0,156.74153846153843,167.02923076923074,,,345,0,650.0
345,1449,1449.0,270.0106100795756,256.3395225464191,,,345,1,754.0
346,1452,1452.0,156.7609375,170.80625,,,346,0,640.0
346,1453,1453.0,269.7201051248357,260.79894875164257,,,346,1,761.0
347,1456,1456.0,156.95524691358025,174.179012345679,,,347,0,648.0
347,1457,1457.0,268.5794743429287,263.76345431789736,,,347,1,799.0
348,1461,1461.0,157.11463046757166,177.93665158371041,,,348,0,663.0
348,1462,1462.0,268.2616352201258,268.4301886792453,,,348,1,795.0
349,1465,1465.0,157.531884057971,180.91884057971012,,,349,0,690.0
349,1466,1466.0,267.73281452658887,272.1374837872892,,,349,1,771.0
350,1470,1470.0,266.1972872996301,275.40073982737357,,,350,1,811.0
350,1469,1469.0,158.05726872246697,184.5873715124816,,,350,0,681.0
351,1474,1474.0,159.1822222222222,187.7437037037037,,,351,0,675.0
351,1475,1475.0,265.41625,278.7875,,,351,1,800.0
352,1479,1479.0,160.27712609970675,190.75366568914959,,,352,0,682.0
352,1480,1480.0,263.9670731707317,282.4,,,352,1,820.0
353,1483,1483.0,161.7204610951009,194.3314121037464,,,353,0,694.0
353,1484,1484.0,262.7469586374696,286.47688564476886,,,353,1,822.0
354,1488,1488.0,163.0348330914369,197.13933236574746,,,354,0,689.0
354,1489,1489.0,261.51842751842753,290.0823095823096,,,354,1,814.0
355,1492,1492.0,164.18584070796464,199.9144542772861,,,355,0,678.0
355,1493,1493.0,260.32756489493204,293.58343634116187,,,355,1,809.0
356,1498,1498.0,258.4963235294117,298.0208333333333,,,356,1,816.0
356,1497,1497.0,165.72334293948126,202.75072046109509,,,356,0,694.0
357,1502,1502.0,167.021216407355,204.7920792079208,,,357,0,707.0
357,1503,1503.0,256.96102314250913,301.8233861144945,,,357,1,821.0
358,1506,1506.0,168.69787234042553,207.1631205673759,,,358,0,705.0
358,1507,1507.0,255.44950738916256,306.2475369458128,,,358,1,812.0
359,1510,1510.0,169.875,209.18117977528092,,,359,0,712.0
359,1511,1511.0,254.01944106925882,309.7995139732685,,,359,1,823.0
360,1514,1514.0,172.15804597701145,211.94683908045974,,,360,0,696.0
360,1515,1515.0,252.64927184466018,313.86771844660194,,,360,1,824.0
361,1519,1519.0,173.55586206896552,213.96137931034482,,,361,0,725.0
361,1520,1520.0,250.8942891859052,317.4957472660996,,,361,1,823.0
362,1523,1523.0,176.3974540311174,216.92644978783596,,,362,0,707.0
362,1524,1524.0,248.8466257668712,322.1828220858896,,,362,1,815.0
363,1527,1527.0,178.44615384615383,219.13846153846157,,,363,0,715.0
363,1528,1528.0,246.83757575757576,325.9248484848485,,,363,1,825.0
364,1532,1532.0,244.86066584463626,330.1812577065351,,,364,1,811.0
364,1531,1531.0,180.60739687055482,221.57467994310102,,,364,0,703.0
365,1536,1536.0,242.93712212817408,333.71584038694067,,,365,1,827.0
365,1535,1535.0,183.33145275035258,223.85331452750356,,,365,0,709.0
366,1539,1539.0,185.57507082152972,226.1473087818697,,,366,0,706.0
366,1540,1540.0,241.2047146401985,337.3746898263028,,,366,1,806.0
367,1543,1543.0,187.9275568181818,227.93607954545453,,,367,0,704.0
367,1544,1544.0,238.87392900856796,341.47123623011015,,,367,1,817.0
368,1547,1547.0,189.67475035663338,229.44793152639087,,,368,0,701.0
368,1548,1548.0,236.9482120838471,345.13070283600496,,,368,1,811.0
369,1551,1551.0,192.51714285714286,231.2742857142857,,,369,0,700.0
369,1552,1552.0,235.015931372549,348.4558823529412,,,369,1,816.0
370,1555,1555.0,195.2236652236652,233.14285714285717,,,370,0,693.0
370,1556,1556.0,232.95354523227383,352.4119804400978,,,370,1,818.0
371,1559,1559.0,198.15797101449277,235.0086956521739,,,371,0,690.0
371,1560,1560.0,230.9987669543773,356.2429099876695,,,371,1,811.0
372,1563,1563.0,201.134670487106,236.72636103151862,,,372,0,698.0
372,1564,1564.0,228.8150431565968,360.31196054254013,,,372,1,811.0
373,1568,1568.0,226.3163771712159,364.3387096774193,,,373,1,806.0
373,1567,1567.0,204.32855093256816,238.35724533715924,,,373,0,697.0
374,1571,1571.0,206.9797687861272,239.38728323699425,,,374,0,692.0
374,1572,1572.0,224.6775362318841,367.94685990338166,,,374,1,828.0
375,1576,1576.0,209.99288762446656,240.63726884779518,,,375,0,703.0
375,1577,1577.0,222.33782129742963,371.99632802937583,,,375,1,817.0
376,1580,1580.0,213.4678111587983,241.6766809728183,,,376,0,699.0
376,1581,1581.0,220.17245657568242,375.5397022332506,,,376,1,806.0
377,1584,1584.0,216.93948126801152,242.2708933717579,,,377,0,694.0
377,1585,1585.0,217.69024390243905,379.51463414634145,,,377,1,820.0
378,1588,1588.0,220.23246217331499,243.0467675378267,,,378,0,727.0
378,1589,1589.0,215.38242574257427,383.3267326732673,,,378,1,808.0
379,1592,1592.0,223.83473389355743,243.09523809523807,,,379,0,714.0
379,1593,1593.0,212.7899262899263,387.1142506142506,,,379,1,814.0
380,1596,1596.0,227.44776119402985,237.8482587064677,,,380,0,402.0
380,1597,1597.0,210.28358208955228,390.5995024875622,,,380,1,804.0
381,1601,1601.0,207.9767441860465,394.3892288861689,,,381,1,817.0
381,1600,1600.0,226.46292134831458,240.28314606741574,,,381,0,445.0
382,1605,1605.0,226.6714975845411,248.38164251207732,,,382,0,207.0
382,1606,1606.0,205.40694789081886,398.2928039702233,,,382,1,806.0
383,1609,1609.0,229.32300884955748,246.30973451327438,,,383,0,226.0
383,1610,1610.0,202.9950738916256,401.61453201970437,,,383,1,812.0
384,1614,1614.0,231.12250712250716,242.75213675213678,,,384,0,351.0
384,1615,1615.0,200.37064676616922,405.5124378109453,,,384,1,804.0
385,1619,1619.0,197.95807644882862,409.31196054254013,,,385,1,811.0
386,1623,1623.0,195.3660049627792,412.6488833746897,,,386,1,806.0
387,1627,1627.0,192.75768757687575,416.5633456334563,,,387,1,813.0
388,1631,1631.0,190.19427148194268,420.38854296388536,,,388,1,803.0
389,1635,1635.0,187.4850374064838,423.8291770573566,,,389,1,802.0
390,1639,1639.0,185.14052697616057,427.4328732747804,,,390,1,797.0
391,1643,1643.0,182.57106598984768,431.3769035532995,,,391,1,788.0
392,1647,1647.0,178.92701664532655,431.5966709346991,,,392,1,781.0
393,1651,1651.0,175.29815303430075,429.1266490765171,,,393,1,758.0
394,1655,1655.0,172.1042780748663,427.3101604278075,,,394,1,748.0
395,1659,1659.0,170.8228840125392,425.1316614420063,,,395,1,638.0
396,1663,1663.0,169.36862244897958,419.2091836734694,,,396,1,784.0
397,1667,1667.0,171.29274965800275,415.1272229822162,,,397,1,731.0
398,1671,1671.0,172.95206391478033,413.4593874833555,,,398,1,751.0
399,1675,1675.0,176.27862068965518,412.3903448275862,,,399,1,725.0
400,1679,1679.0,179.5365168539326,411.4606741573034,,,400,1,712.0
401,1684,1684.0,183.29567642956764,410.83124128312414,,,401,1,717.0
402,1688,1688.0,187.6690240452617,410.3422913719944,,,402,1,707.0
403,1692,1692.0,191.84392265193367,410.26243093922653,,,403,1,724.0
404,1696,1696.0,196.44022503516172,409.943741209564,,,404,1,711.0
405,1700,1700.0,201.54359673024524,409.3188010899183,,,405,1,734.0
406,1705,1705.0,206.2601969057665,409.5316455696203,,,406,1,711.0
407,1709,1709.0,210.52427184466018,409.66851595006926,,,407,1,721.0
408,1713,1713.0,215.85931034482758,409.68689655172415,,,408,1,725.0
409,1717,1717.0,220.2207084468665,410.33514986376025,,,409,1,734.0
410,1721,1721.0,225.23809523809524,410.80816326530606,,,410,1,735.0
411,1725,1725.0,229.50877192982452,411.2941970310391,,,411,1,741.0
412,1730,1730.0,234.10977242302545,411.9290495314592,,,412,1,747.0
413,1734,1734.0,238.4669312169312,412.6640211640212,,,413,1,756.0
414,1738,1738.0,242.7435897435897,413.75,,,414,1,780.0
415,1742,1742.0,247.81924577373212,414.6449934980494,,,415,1,769.0
416,1746,1746.0,251.73223350253812,415.65355329949233,,,416,1,788.0
417,1750,1750.0,256.4700636942676,416.7273885350318,,,417,1,785.0
418,1754,1754.0,260.7634961439589,418.1053984575835,,,418,1,778.0
419,1759,1759.0,265.61182519280203,419.63753213367613,,,419,1,778.0
420,1763,1763.0,269.7037037037037,420.71392081736917,,,420,1,783.0
421,1767,1767.0,273.70342205323186,422.0253485424588,,,421,1,789.0
422,1771,1771.0,277.92902408111536,423.71989860583017,,,422,1,789.0
423,1775,1775.0,282.06641604010025,424.79949874686724,,,423,1,798.0
424,1779,1779.0,285.8982412060301,425.9221105527638,,,424,1,796.0
425,1783,1783.0,289.87719298245617,427.64912280701753,,,425,1,798.0
426,1787,1787.0,293.72084367245657,428.7704714640199,,,426,1,806.0
427,1791,1791.0,298.06455542021916,430.61266747868456,,,427,1,821.0
428,1795,1795.0,302.40025094102884,432.62233375156836,,,428,1,797.0
429,1799,1799.0,306.6002490660025,433.8455790784558,,,429,1,803.0
